break_id,reconciliation_id,business_date,break_type,mismatch_type,root_cause,source_system,comparison_system,source_record_id,comparison_record_id,source_value,target_value,difference,breaking_fields,severity,status,age,counterparty,client,corporate_action_type,needs_evidence_bundle,split
BRK02579,RECON-DAILY,2026-08-06,SETTLEMENT,SETL_MISSING_INSTRUCTION,No settlement instruction was ever issued,INTERNAL_BOOK,CUSTODIAN_CONFIRM,TRD105159,TRD105159,INSTRUCTED,MISSING,,instruction_status,P0,OPEN,0,NOMURA-BROKER,EQ-ALPHA-03,,True,TRAIN
BRK02580,RECON-DAILY,2026-08-14,CASH,CASH_WRONG_AMOUNT,Cash amount posted differs from expected trade value by a non-round amount,INTERNAL_BOOK,CUSTODIAN_CONFIRM,TRD105161,TRD105161,489902.5,543791.78,,amount,P1,OPEN,0,MORGANSTANLEY-BROKER,EQ-CORE-02,,False,TEST
BRK02581,RECON-DAILY,2026-08-11,SETTLEMENT,SETL_INCORRECT_DATE,Settlement recorded against the wrong date (holiday-calendar-style off-by-one),INTERNAL_BOOK,CUSTODIAN_CONFIRM,TRD105163,TRD105163,2026-08-11,2026-08-12,,settlement_date,P2,OPEN,0,NOMURA-BROKER,EQ-INDEX-04,,True,TEST
BRK02582,RECON-DAILY,2026-08-16,POSITION,CA_MANDATORY_NOT_REFLECTED,"Mandatory corporate action (split/bonus) not yet reflected externally - mechanical, auto-correctable",INTERNAL_BOOK,CUSTODIAN_CONFIRM,TRD105169,TRD105169,1500,1000,,actual_quantity,P1,OPEN,0,NOMURA-BROKER,EQ-INDEX-04,MANDATORY,True,TRAIN
BRK02583,RECON-DAILY,2026-08-11,TRADE,TRADE_COUNTERPARTY_ID_MISMATCH,Confirmed counterparty identifier differs from booked counterparty,INTERNAL_BOOK,EXTERNAL_CONFIRMATION,TRD105172,TRD105172,MORGANSTANLEY-BROKER,DEUTSCHE-BROKER,,counterparty,P1,OPEN,0,MORGANSTANLEY-BROKER,EQ-ALPHA-03,,True,TRAIN
BRK02584,RECON-DAILY,2026-08-03,POSITION,CA_INCORRECT_ENTITLEMENT,Corporate action entitlement calculated incorrectly (wrong ratio applied),INTERNAL_BOOK,CUSTODIAN_CONFIRM,TRD105174,TRD105174,3000,2550,,actual_quantity,P1,OPEN,0,HDFC-CUST,EQ-ALPHA-03,MANDATORY,True,TRAIN
BRK02585,RECON-DAILY,2026-08-13,TRADE,CONF_MISSING,External confirmation never received,INTERNAL_BOOK,EXTERNAL_CONFIRMATION,TRD105175,TRD105175,TRD105175,,,confirmation,P0,OPEN,0,KOTAK-CUST,EQ-ALPHA-03,,True,TEST
BRK02586,RECON-DAILY,2026-08-11,TRADE,TRADE_QUANTITY_MISMATCH,Confirmed quantity differs from booked quantity,INTERNAL_BOOK,EXTERNAL_CONFIRMATION,TRD105177,TRD105177,2000,1950,,quantity,P1,OPEN,0,DEUTSCHE-BROKER,EQ-INDEX-04,,True,TRAIN
BRK02587,RECON-DAILY,2026-08-20,POSITION,CA_INCORRECT_ENTITLEMENT,Corporate action entitlement calculated incorrectly (wrong ratio applied),INTERNAL_BOOK,CUSTODIAN_CONFIRM,TRD105178,TRD105178,3000,3600,,actual_quantity,P1,OPEN,0,HDFC-CUST,EQ-ALPHA-03,MANDATORY,True,TRAIN
BRK02588,RECON-DAILY,2026-08-17,TRADE,CONF_MISSING,External confirmation never received,INTERNAL_BOOK,EXTERNAL_CONFIRMATION,TRD105180,TRD105180,TRD105180,,,confirmation,P0,OPEN,0,MORGANSTANLEY-BROKER,EQ-CORE-01,,True,TRAIN
BRK02589,RECON-DAILY,2026-08-12,POSITION,POS_MISSING_BOOKING,Missing upstream booking - position never reflected externally,INTERNAL_BOOK,CUSTODIAN_CONFIRM,TRD105181,TRD105181,100,0,,actual_quantity,P0,OPEN,0,KOTAK-CUST,EQ-ALPHA-03,,False,TRAIN
BRK02590,RECON-DAILY,2026-08-10,TRADE,TRADE_PRICE_MISMATCH,Confirmed price differs from booked price,INTERNAL_BOOK,EXTERNAL_CONFIRMATION,TRD105182,TRD105182,1179.8,1193.32,,price,P2,OPEN,0,NOMURA-BROKER,EQ-CORE-01,,True,TRAIN
BRK02591,RECON-DAILY,2026-08-17,POSITION,POS_MISSING_BOOKING,Missing upstream booking - position never reflected externally,INTERNAL_BOOK,CUSTODIAN_CONFIRM,TRD105188,TRD105188,500,0,,actual_quantity,P0,OPEN,0,NOMURA-BROKER,EQ-CORE-01,,False,TEST
BRK02592,RECON-DAILY,2026-08-12,TRADE,TRADE_COUNTERPARTY_ID_MISMATCH,Confirmed counterparty identifier differs from booked counterparty,INTERNAL_BOOK,EXTERNAL_CONFIRMATION,TRD105189,TRD105189,MORGANSTANLEY-BROKER,HDFC-CUST,,counterparty,P1,OPEN,0,MORGANSTANLEY-BROKER,EQ-CORE-02,,True,TRAIN
BRK02593,RECON-DAILY,2026-08-12,POSITION,CA_MANDATORY_NOT_REFLECTED,"Mandatory corporate action (split/bonus) not yet reflected externally - mechanical, auto-correctable",INTERNAL_BOOK,CUSTODIAN_CONFIRM,TRD105190,TRD105190,3000,1000,,actual_quantity,P1,OPEN,0,KOTAK-CUST,EQ-INDEX-04,MANDATORY,True,TRAIN
BRK02594,RECON-DAILY,2026-08-08,POSITION,CA_MANDATORY_NOT_REFLECTED,"Mandatory corporate action (split/bonus) not yet reflected externally - mechanical, auto-correctable",INTERNAL_BOOK,CUSTODIAN_CONFIRM,TRD105191,TRD105191,4500,1500,,actual_quantity,P1,OPEN,0,HDFC-CUST,EQ-ALPHA-03,MANDATORY,True,TRAIN
BRK02595,RECON-DAILY,2026-08-13,TRADE,TRADE_DATE_MISMATCH,Confirmed trade date differs from booked trade date,INTERNAL_BOOK,EXTERNAL_CONFIRMATION,TRD105194,TRD105194,2026-08-12,2026-08-13,,trade_date,P2,OPEN,0,KOTAK-CUST,EQ-INDEX-04,,True,TRAIN
BRK02596,RECON-DAILY,2026-08-20,POSITION,POS_TIMING_DIFFERENCE,"Timing difference - quantities agree, as-of dates don't (expected to self-resolve)",INTERNAL_BOOK,CUSTODIAN_CONFIRM,TRD105195,TRD105195,2026-08-20,2026-08-21,,as_of_date,P2,OPEN,0,DEUTSCHE-BROKER,EQ-CORE-02,,True,TRAIN
BRK02597,RECON-DAILY,2026-08-21,TRADE,TRADE_DATE_MISMATCH,Confirmed trade date differs from booked trade date,INTERNAL_BOOK,EXTERNAL_CONFIRMATION,TRD105196,TRD105196,2026-08-20,2026-08-21,,trade_date,P2,OPEN,0,NOMURA-BROKER,EQ-CORE-02,,True,TRAIN
BRK02598,RECON-DAILY,2026-08-19,CASH,CASH_DUPLICATE_ENTRY,Same cash movement posted twice,INTERNAL_BOOK,CUSTODIAN_CONFIRM,TRD105198,TRD105198,411533.0,823066.0,,"amount,cash_id",P1,OPEN,0,HDFC-CUST,EQ-CORE-01,,False,TRAIN
BRK02599,RECON-DAILY,2026-08-07,TRADE,TRADE_COUNTERPARTY_ID_MISMATCH,Confirmed counterparty identifier differs from booked counterparty,INTERNAL_BOOK,EXTERNAL_CONFIRMATION,TRD105199,TRD105199,ICICI-CUST,KOTAK-CUST,,counterparty,P1,OPEN,0,ICICI-CUST,EQ-CORE-02,,True,TRAIN
BRK02600,RECON-DAILY,2026-08-08,SETTLEMENT,SETL_INCORRECT_DATE,Settlement recorded against the wrong date (holiday-calendar-style off-by-one),INTERNAL_BOOK,CUSTODIAN_CONFIRM,TRD105200,TRD105200,2026-08-08,2026-08-09,,settlement_date,P2,OPEN,0,NOMURA-BROKER,EQ-CORE-02,,True,TRAIN
BRK02601,RECON-DAILY,2026-08-20,TRADE,CONF_MISSING,External confirmation never received,INTERNAL_BOOK,EXTERNAL_CONFIRMATION,TRD105201,TRD105201,TRD105201,,,confirmation,P0,OPEN,0,ICICI-CUST,EQ-CORE-02,,True,TRAIN
BRK02602,RECON-DAILY,2026-08-11,TRADE,CONF_MISSING,External confirmation never received,INTERNAL_BOOK,EXTERNAL_CONFIRMATION,TRD105203,TRD105203,TRD105203,,,confirmation,P0,OPEN,0,DEUTSCHE-BROKER,EQ-CORE-01,,True,TEST
BRK02603,RECON-DAILY,2026-08-16,POSITION,POS_WRONG_QUANTITY,Wrong quantity - external position differs by a non-round amount,INTERNAL_BOOK,CUSTODIAN_CONFIRM,TRD105209,TRD105209,1500,1035,,actual_quantity,P1,OPEN,0,MORGANSTANLEY-BROKER,EQ-ALPHA-03,,False,TEST
BRK02604,RECON-DAILY,2026-08-10,POSITION,POS_MISSING_BOOKING,Missing upstream booking - position never reflected externally,INTERNAL_BOOK,CUSTODIAN_CONFIRM,TRD105213,TRD105213,250,0,,actual_quantity,P0,OPEN,0,ICICI-CUST,EQ-CORE-02,,True,TRAIN
BRK02605,RECON-DAILY,2026-08-18,SETTLEMENT,SETL_INCORRECT_DATE,Settlement recorded against the wrong date (holiday-calendar-style off-by-one),INTERNAL_BOOK,CUSTODIAN_CONFIRM,TRD105215,TRD105215,2026-08-18,2026-08-19,,settlement_date,P2,OPEN,0,ICICI-CUST,EQ-CORE-01,,True,TRAIN
BRK02606,RECON-DAILY,2026-08-06,TRADE,TRADE_DATE_MISMATCH,Confirmed trade date differs from booked trade date,INTERNAL_BOOK,EXTERNAL_CONFIRMATION,TRD105216,TRD105216,2026-08-05,2026-08-06,,trade_date,P2,OPEN,0,HDFC-CUST,EQ-CORE-02,,True,TRAIN
BRK02607,RECON-DAILY,2026-08-03,CASH,CASH_MISSING_ENTRY,Expected cash movement never posted,INTERNAL_BOOK,CUSTODIAN_CONFIRM,TRD105217,TRD105217,3368540.0,,,amount,P0,OPEN,0,HDFC-CUST,EQ-INDEX-04,,True,TRAIN
BRK02608,RECON-DAILY,2026-08-11,SETTLEMENT,SETL_LATE_COUNTERPARTY,Counterparty has not settled by the expected date,INTERNAL_BOOK,CUSTODIAN_CONFIRM,TRD105219,TRD105219,2026-08-11,2026-08-16,,"settlement_date,settlement_status",P1,OPEN,0,NOMURA-BROKER,EQ-ALPHA-03,,True,TRAIN
BRK02609,RECON-DAILY,2026-08-10,POSITION,POS_TIMING_DIFFERENCE,"Timing difference - quantities agree, as-of dates don't (expected to self-resolve)",INTERNAL_BOOK,CUSTODIAN_CONFIRM,TRD105220,TRD105220,2026-08-10,2026-08-11,,as_of_date,P2,OPEN,0,KOTAK-CUST,EQ-ALPHA-03,,False,TRAIN
BRK02610,RECON-DAILY,2026-08-06,CASH,CASH_DUPLICATE_ENTRY,Same cash movement posted twice,INTERNAL_BOOK,CUSTODIAN_CONFIRM,TRD105223,TRD105223,172170.0,344340.0,,"amount,cash_id",P1,OPEN,0,DEUTSCHE-BROKER,EQ-INDEX-04,,False,TRAIN
BRK02611,RECON-DAILY,2026-08-10,SETTLEMENT,SETL_LATE_COUNTERPARTY,Counterparty has not settled by the expected date,INTERNAL_BOOK,CUSTODIAN_CONFIRM,TRD105224,TRD105224,2026-08-10,2026-08-15,,"settlement_date,settlement_status",P1,OPEN,0,HDFC-CUST,EQ-INDEX-04,,True,TRAIN
BRK02612,RECON-DAILY,2026-08-15,CASH,CASH_DUPLICATE_ENTRY,Same cash movement posted twice,INTERNAL_BOOK,CUSTODIAN_CONFIRM,TRD105225,TRD105225,3763080.0,7526160.0,,"amount,cash_id",P1,OPEN,0,ICICI-CUST,EQ-ALPHA-03,,True,TRAIN
BRK02613,RECON-DAILY,2026-08-10,TRADE,CONF_MISSING,External confirmation never received,INTERNAL_BOOK,EXTERNAL_CONFIRMATION,TRD105226,TRD105226,TRD105226,,,confirmation,P0,OPEN,0,HDFC-CUST,EQ-CORE-01,,True,TEST
BRK02614,RECON-DAILY,2026-08-18,POSITION,POS_WRONG_QUANTITY,Wrong quantity - external position differs by a non-round amount,INTERNAL_BOOK,CUSTODIAN_CONFIRM,TRD105227,TRD105227,250,195,,actual_quantity,P1,OPEN,0,DEUTSCHE-BROKER,EQ-INDEX-04,,False,TEST
BRK02615,RECON-DAILY,2026-08-06,POSITION,POS_MISSING_BOOKING,Missing upstream booking - position never reflected externally,INTERNAL_BOOK,CUSTODIAN_CONFIRM,TRD105228,TRD105228,200,0,,actual_quantity,P0,OPEN,0,ICICI-CUST,EQ-CORE-02,,False,TRAIN
BRK02616,RECON-DAILY,2026-08-09,SETTLEMENT,SETL_MISSING_INSTRUCTION,No settlement instruction was ever issued,INTERNAL_BOOK,CUSTODIAN_CONFIRM,TRD105230,TRD105230,INSTRUCTED,MISSING,,instruction_status,P0,OPEN,0,HDFC-CUST,EQ-ALPHA-03,,True,TRAIN
BRK02617,RECON-DAILY,2026-08-08,POSITION,POS_TIMING_DIFFERENCE,"Timing difference - quantities agree, as-of dates don't (expected to self-resolve)",INTERNAL_BOOK,CUSTODIAN_CONFIRM,TRD105231,TRD105231,2026-08-08,2026-08-09,,as_of_date,P2,OPEN,0,HDFC-CUST,EQ-CORE-02,,False,TEST
BRK02618,RECON-DAILY,2026-08-08,TRADE,TRADE_PRICE_MISMATCH,Confirmed price differs from booked price,INTERNAL_BOOK,EXTERNAL_CONFIRMATION,TRD105232,TRD105232,172.3,174.89,,price,P2,OPEN,0,HDFC-CUST,EQ-INDEX-04,,True,TRAIN
BRK02619,RECON-DAILY,2026-08-08,POSITION,CA_MANDATORY_NOT_REFLECTED,"Mandatory corporate action (split/bonus) not yet reflected externally - mechanical, auto-correctable",INTERNAL_BOOK,CUSTODIAN_CONFIRM,TRD105233,TRD105233,1500,750,,actual_quantity,P1,OPEN,0,MORGANSTANLEY-BROKER,EQ-CORE-01,MANDATORY,True,TRAIN
BRK02620,RECON-DAILY,2026-08-18,POSITION,POS_TIMING_DIFFERENCE,"Timing difference - quantities agree, as-of dates don't (expected to self-resolve)",INTERNAL_BOOK,CUSTODIAN_CONFIRM,TRD105234,TRD105234,2026-08-18,2026-08-19,,as_of_date,P2,OPEN,0,MORGANSTANLEY-BROKER,EQ-CORE-01,,False,TEST
BRK02621,RECON-DAILY,2026-08-06,POSITION,CA_INCORRECT_ENTITLEMENT,Corporate action entitlement calculated incorrectly (wrong ratio applied),INTERNAL_BOOK,CUSTODIAN_CONFIRM,TRD105235,TRD105235,300,270,,actual_quantity,P1,OPEN,0,MORGANSTANLEY-BROKER,EQ-CORE-01,MANDATORY,True,TRAIN
BRK02622,RECON-DAILY,2026-08-06,CASH,CASH_MISSING_ENTRY,Expected cash movement never posted,INTERNAL_BOOK,CUSTODIAN_CONFIRM,TRD105237,TRD105237,117829.0,,,amount,P0,OPEN,0,DEUTSCHE-BROKER,EQ-CORE-01,,False,TRAIN
BRK02623,RECON-DAILY,2026-08-05,CASH,CASH_WRONG_AMOUNT,Cash amount posted differs from expected trade value by a non-round amount,INTERNAL_BOOK,CUSTODIAN_CONFIRM,TRD105238,TRD105238,1263270.0,1402229.7,,amount,P1,OPEN,0,KOTAK-CUST,EQ-CORE-02,,False,TRAIN
BRK02624,RECON-DAILY,2026-08-03,TRADE,CONF_DISAGREEMENT,External confirmation received but disagrees with the booking on multiple fields,INTERNAL_BOOK,EXTERNAL_CONFIRMATION,TRD105240,TRD105240,"qty=1000,price=608.05","qty=1075,price=614.83",,"quantity,price",P1,OPEN,0,DEUTSCHE-BROKER,EQ-CORE-01,,True,TRAIN
BRK02625,RECON-DAILY,2026-08-06,TRADE,TRADE_PRICE_MISMATCH,Confirmed price differs from booked price,INTERNAL_BOOK,EXTERNAL_CONFIRMATION,TRD105241,TRD105241,1184.94,1206.55,,price,P2,OPEN,0,ICICI-CUST,EQ-INDEX-04,,True,TRAIN
BRK02626,RECON-DAILY,2026-08-06,SETTLEMENT,SETL_LATE_COUNTERPARTY,Counterparty has not settled by the expected date,INTERNAL_BOOK,CUSTODIAN_CONFIRM,TRD105243,TRD105243,2026-08-06,2026-08-08,,"settlement_date,settlement_status",P1,OPEN,0,ICICI-CUST,EQ-ALPHA-03,,True,TRAIN
BRK02627,RECON-DAILY,2026-08-03,CASH,CASH_WRONG_AMOUNT,Cash amount posted differs from expected trade value by a non-round amount,INTERNAL_BOOK,CUSTODIAN_CONFIRM,TRD105245,TRD105245,2531835.0,3012883.65,,amount,P1,OPEN,0,HDFC-CUST,EQ-CORE-02,,True,TRAIN
BRK02628,RECON-DAILY,2026-08-06,POSITION,POS_TIMING_DIFFERENCE,"Timing difference - quantities agree, as-of dates don't (expected to self-resolve)",INTERNAL_BOOK,CUSTODIAN_CONFIRM,TRD105249,TRD105249,2026-08-06,2026-08-07,,as_of_date,P2,OPEN,0,DEUTSCHE-BROKER,EQ-ALPHA-03,,False,TRAIN
BRK02629,RECON-DAILY,2026-08-12,CASH,CASH_DUPLICATE_ENTRY,Same cash movement posted twice,INTERNAL_BOOK,CUSTODIAN_CONFIRM,TRD105251,TRD105251,4279125.0,8558250.0,,"amount,cash_id",P1,OPEN,0,DEUTSCHE-BROKER,EQ-CORE-01,,False,TRAIN
BRK02630,RECON-DAILY,2026-08-13,POSITION,POS_MISSING_BOOKING,Missing upstream booking - position never reflected externally,INTERNAL_BOOK,CUSTODIAN_CONFIRM,TRD105253,TRD105253,250,0,,actual_quantity,P0,OPEN,0,HDFC-CUST,EQ-CORE-02,,True,TRAIN
BRK02631,RECON-DAILY,2026-08-03,CASH,CASH_DUPLICATE_ENTRY,Same cash movement posted twice,INTERNAL_BOOK,CUSTODIAN_CONFIRM,TRD105255,TRD105255,19437060.0,38874120.0,,"amount,cash_id",P1,OPEN,0,DEUTSCHE-BROKER,EQ-ALPHA-03,,False,TRAIN
BRK02632,RECON-DAILY,2026-08-06,CASH,CASH_MISSING_ENTRY,Expected cash movement never posted,INTERNAL_BOOK,CUSTODIAN_CONFIRM,TRD105258,TRD105258,122160.0,,,amount,P0,OPEN,0,NOMURA-BROKER,EQ-CORE-01,,False,TEST
BRK02633,RECON-DAILY,2026-08-11,POSITION,POS_TIMING_DIFFERENCE,"Timing difference - quantities agree, as-of dates don't (expected to self-resolve)",INTERNAL_BOOK,CUSTODIAN_CONFIRM,TRD105259,TRD105259,2026-08-11,2026-08-12,,as_of_date,P2,OPEN,0,MORGANSTANLEY-BROKER,EQ-CORE-01,,True,TRAIN
BRK02634,RECON-DAILY,2026-08-08,CASH,CASH_DUPLICATE_ENTRY,Same cash movement posted twice,INTERNAL_BOOK,CUSTODIAN_CONFIRM,TRD105260,TRD105260,412515.0,825030.0,,"amount,cash_id",P1,OPEN,0,KOTAK-CUST,EQ-INDEX-04,,True,TRAIN
BRK02635,RECON-DAILY,2026-08-15,TRADE,TRADE_DATE_MISMATCH,Confirmed trade date differs from booked trade date,INTERNAL_BOOK,EXTERNAL_CONFIRMATION,TRD105261,TRD105261,2026-08-14,2026-08-15,,trade_date,P2,OPEN,0,HDFC-CUST,EQ-CORE-02,,True,TRAIN
BRK02636,RECON-DAILY,2026-08-13,TRADE,CONF_DISAGREEMENT,External confirmation received but disagrees with the booking on multiple fields,INTERNAL_BOOK,EXTERNAL_CONFIRMATION,TRD105262,TRD105262,"qty=2000,price=847.36","qty=2075,price=863.96",,"quantity,price",P1,OPEN,0,NOMURA-BROKER,EQ-ALPHA-03,,True,TRAIN
BRK02637,RECON-DAILY,2026-08-19,TRADE,TRADE_COUNTERPARTY_ID_MISMATCH,Confirmed counterparty identifier differs from booked counterparty,INTERNAL_BOOK,EXTERNAL_CONFIRMATION,TRD105263,TRD105263,KOTAK-CUST,HDFC-CUST,,counterparty,P1,OPEN,0,KOTAK-CUST,EQ-CORE-01,,True,TRAIN
BRK02638,RECON-DAILY,2026-08-10,CASH,CASH_MISSING_ENTRY,Expected cash movement never posted,INTERNAL_BOOK,CUSTODIAN_CONFIRM,TRD105265,TRD105265,5464340.0,,,amount,P0,OPEN,0,DEUTSCHE-BROKER,EQ-CORE-01,,True,TEST
BRK02639,RECON-DAILY,2026-08-09,CASH,CASH_MISSING_ENTRY,Expected cash movement never posted,INTERNAL_BOOK,CUSTODIAN_CONFIRM,TRD105269,TRD105269,169110.0,,,amount,P0,OPEN,0,NOMURA-BROKER,EQ-CORE-02,,False,TRAIN
BRK02640,RECON-DAILY,2026-08-13,POSITION,POS_WRONG_QUANTITY,Wrong quantity - external position differs by a non-round amount,INTERNAL_BOOK,CUSTODIAN_CONFIRM,TRD105270,TRD105270,200,234,,actual_quantity,P1,OPEN,0,NOMURA-BROKER,EQ-ALPHA-03,,True,TRAIN
BRK02641,RECON-DAILY,2026-08-19,POSITION,POS_WRONG_QUANTITY,Wrong quantity - external position differs by a non-round amount,INTERNAL_BOOK,CUSTODIAN_CONFIRM,TRD105271,TRD105271,1500,1755,,actual_quantity,P1,OPEN,0,HDFC-CUST,EQ-CORE-02,,True,TRAIN
BRK02642,RECON-DAILY,2026-08-03,CASH,CASH_MISSING_ENTRY,Expected cash movement never posted,INTERNAL_BOOK,CUSTODIAN_CONFIRM,TRD105273,TRD105273,2766262.5,,,amount,P0,OPEN,0,DEUTSCHE-BROKER,EQ-ALPHA-03,,True,TRAIN
BRK02643,RECON-DAILY,2026-08-12,POSITION,CA_MANDATORY_NOT_REFLECTED,"Mandatory corporate action (split/bonus) not yet reflected externally - mechanical, auto-correctable",INTERNAL_BOOK,CUSTODIAN_CONFIRM,TRD105274,TRD105274,3000,1000,,actual_quantity,P1,OPEN,0,MORGANSTANLEY-BROKER,EQ-CORE-02,MANDATORY,True,TRAIN
BRK02644,RECON-DAILY,2026-08-14,CASH,CASH_FX_INPUT_DIFFERENCE,Cash posted in a different currency / at a stale or incorrect FX rate,INTERNAL_BOOK,CUSTODIAN_CONFIRM,TRD105275,TRD105275,46967.0,45088.32,,"amount,currency",P2,OPEN,0,KOTAK-CUST,EQ-CORE-01,,True,TEST
BRK02645,RECON-DAILY,2026-08-17,TRADE,TRADE_DATE_MISMATCH,Confirmed trade date differs from booked trade date,INTERNAL_BOOK,EXTERNAL_CONFIRMATION,TRD105276,TRD105276,2026-08-16,2026-08-17,,trade_date,P2,OPEN,0,MORGANSTANLEY-BROKER,EQ-ALPHA-03,,True,TEST
BRK02646,RECON-DAILY,2026-08-22,SETTLEMENT,SETL_LATE_COUNTERPARTY,Counterparty has not settled by the expected date,INTERNAL_BOOK,CUSTODIAN_CONFIRM,TRD105278,TRD105278,2026-08-22,2026-08-25,,"settlement_date,settlement_status",P1,OPEN,0,NOMURA-BROKER,EQ-INDEX-04,,True,TRAIN
BRK02647,RECON-DAILY,2026-08-02,TRADE,TRADE_PRICE_MISMATCH,Confirmed price differs from booked price,INTERNAL_BOOK,EXTERNAL_CONFIRMATION,TRD105280,TRD105280,1179.49,1164.89,,price,P2,OPEN,0,MORGANSTANLEY-BROKER,EQ-CORE-01,,True,TRAIN
BRK02648,RECON-DAILY,2026-08-02,SETTLEMENT,SETL_MISSING_INSTRUCTION,No settlement instruction was ever issued,INTERNAL_BOOK,CUSTODIAN_CONFIRM,TRD105286,TRD105286,INSTRUCTED,MISSING,,instruction_status,P0,OPEN,0,DEUTSCHE-BROKER,EQ-INDEX-04,,True,TRAIN
BRK02649,RECON-DAILY,2026-08-13,TRADE,CONF_MISSING,External confirmation never received,INTERNAL_BOOK,EXTERNAL_CONFIRMATION,TRD105287,TRD105287,TRD105287,,,confirmation,P0,OPEN,0,DEUTSCHE-BROKER,EQ-CORE-01,,True,TRAIN
BRK02650,RECON-DAILY,2026-08-18,POSITION,POS_WRONG_QUANTITY,Wrong quantity - external position differs by a non-round amount,INTERNAL_BOOK,CUSTODIAN_CONFIRM,TRD105289,TRD105289,2000,2480,,actual_quantity,P1,OPEN,0,NOMURA-BROKER,EQ-CORE-02,,False,TRAIN
BRK02651,RECON-DAILY,2026-08-05,POSITION,CA_INCORRECT_ENTITLEMENT,Corporate action entitlement calculated incorrectly (wrong ratio applied),INTERNAL_BOOK,CUSTODIAN_CONFIRM,TRD105290,TRD105290,150,130,,actual_quantity,P1,OPEN,0,DEUTSCHE-BROKER,EQ-INDEX-04,MANDATORY,True,TRAIN
BRK02652,RECON-DAILY,2026-08-08,TRADE,TRADE_COUNTERPARTY_ID_MISMATCH,Confirmed counterparty identifier differs from booked counterparty,INTERNAL_BOOK,EXTERNAL_CONFIRMATION,TRD105291,TRD105291,KOTAK-CUST,ICICI-CUST,,counterparty,P1,OPEN,0,KOTAK-CUST,EQ-CORE-01,,True,TEST
BRK02653,RECON-DAILY,2026-08-17,POSITION,POS_TIMING_DIFFERENCE,"Timing difference - quantities agree, as-of dates don't (expected to self-resolve)",INTERNAL_BOOK,CUSTODIAN_CONFIRM,TRD105292,TRD105292,2026-08-17,2026-08-18,,as_of_date,P2,OPEN,0,KOTAK-CUST,EQ-INDEX-04,,False,TRAIN
BRK02654,RECON-DAILY,2026-08-03,SETTLEMENT,SETL_MISSING_INSTRUCTION,No settlement instruction was ever issued,INTERNAL_BOOK,CUSTODIAN_CONFIRM,TRD105295,TRD105295,INSTRUCTED,MISSING,,instruction_status,P0,OPEN,0,ICICI-CUST,EQ-CORE-02,,True,TRAIN
BRK02655,RECON-DAILY,2026-08-15,POSITION,CA_INCORRECT_ENTITLEMENT,Corporate action entitlement calculated incorrectly (wrong ratio applied),INTERNAL_BOOK,CUSTODIAN_CONFIRM,TRD105296,TRD105296,3000,3300,,actual_quantity,P1,OPEN,0,NOMURA-BROKER,EQ-CORE-01,MANDATORY,True,TRAIN
BRK02656,RECON-DAILY,2026-08-04,CASH,CASH_MISSING_ENTRY,Expected cash movement never posted,INTERNAL_BOOK,CUSTODIAN_CONFIRM,TRD105297,TRD105297,3367680.0,,,amount,P0,OPEN,0,MORGANSTANLEY-BROKER,EQ-INDEX-04,,False,TRAIN
BRK02657,RECON-DAILY,2026-08-03,POSITION,CA_MANDATORY_NOT_REFLECTED,"Mandatory corporate action (split/bonus) not yet reflected externally - mechanical, auto-correctable",INTERNAL_BOOK,CUSTODIAN_CONFIRM,TRD105299,TRD105299,6000,2000,,actual_quantity,P1,OPEN,0,KOTAK-CUST,EQ-INDEX-04,MANDATORY,True,TRAIN
BRK02658,RECON-DAILY,2026-08-09,CASH,CASH_WRONG_AMOUNT,Cash amount posted differs from expected trade value by a non-round amount,INTERNAL_BOOK,CUSTODIAN_CONFIRM,TRD105300,TRD105300,7351020.0,6027836.4,,amount,P1,OPEN,0,KOTAK-CUST,EQ-ALPHA-03,,False,TRAIN
BRK02659,RECON-DAILY,2026-08-05,CASH,CASH_WRONG_AMOUNT,Cash amount posted differs from expected trade value by a non-round amount,INTERNAL_BOOK,CUSTODIAN_CONFIRM,TRD105302,TRD105302,2481700.0,3151759.0,,amount,P1,OPEN,0,HDFC-CUST,EQ-CORE-02,,False,TRAIN
BRK02660,RECON-DAILY,2026-08-06,POSITION,POS_WRONG_QUANTITY,Wrong quantity - external position differs by a non-round amount,INTERNAL_BOOK,CUSTODIAN_CONFIRM,TRD105304,TRD105304,250,322,,actual_quantity,P1,OPEN,0,MORGANSTANLEY-BROKER,EQ-CORE-02,,True,TEST
BRK02661,RECON-DAILY,2026-08-12,TRADE,CONF_DISAGREEMENT,External confirmation received but disagrees with the booking on multiple fields,INTERNAL_BOOK,EXTERNAL_CONFIRMATION,TRD105305,TRD105305,"qty=2000,price=468.95","qty=2075,price=475.85",,"quantity,price",P1,OPEN,0,ICICI-CUST,EQ-CORE-02,,True,TRAIN
BRK02662,RECON-DAILY,2026-08-17,POSITION,POS_WRONG_QUANTITY,Wrong quantity - external position differs by a non-round amount,INTERNAL_BOOK,CUSTODIAN_CONFIRM,TRD105307,TRD105307,2000,2480,,actual_quantity,P1,OPEN,0,NOMURA-BROKER,EQ-INDEX-04,,True,TRAIN
